accession,sample_name,longitude_deg,latitude_deg,country,studies,env_biome,env_feature,env_material
ERS1266178,luvisol IDF1-OM2C0-ORG,-120.42,50.85,GAZ:Canada;Canada:BC:Kamloops,MGYS00003691,"temperate grasslands, savannas, and shrubland biome",luvisol,soil
ERS1266179,luvisol IDF1-REF-MIN,-120.42,50.85,GAZ:Canada;Canada:BC:Kamloops,MGYS00003691,"temperate grasslands, savannas, and shrubland biome",luvisol,soil
ERS1266180,luvisol IDF1-REF-ORG,-120.42,50.85,GAZ:Canada;Canada:BC:Kamloops,MGYS00003691,"temperate grasslands, savannas, and shrubland biome",luvisol,soil
ERS1266181,luvisol IDF2-OM2C0-MIN,-120.3,50.93,GAZ:Canada;Canada:BC:Kamloops,MGYS00003691,"temperate grasslands, savannas, and shrubland biome",luvisol,soil
ERS1266182,luvisol IDF2-OM2C0-ORG,-120.3,50.93,GAZ:Canada;Canada:BC:Kamloops,MGYS00003691,"temperate grasslands, savannas, and shrubland biome",luvisol,soil
ERS1266183,luvisol IDF2-REF-MIN,-120.3,50.93,GAZ:Canada;Canada:BC:Kamloops,MGYS00003691,"temperate grasslands, savannas, and shrubland biome",luvisol,soil
ERS1266184,luvisol IDF2-REF-ORG,-120.3,50.93,GAZ:Canada;Canada:BC:Kamloops,MGYS00003691,"temperate grasslands, savannas, and shrubland biome",luvisol,soil
ERS1266185,luvisol IDF3-OM2C0-MIN,-120.35,50.9,GAZ:Canada;Canada:BC:Kamloops,MGYS00003691,"temperate grasslands, savannas, and shrubland biome",luvisol,soil
ERS1266186,luvisol IDF3-OM2C0-ORG,-120.35,50.9,GAZ:Canada;Canada:BC:Kamloops,MGYS00003691,"temperate grasslands, savannas, and shrubland biome",luvisol,soil
ERS1266187,luvisol IDF3-REF-MIN,-120.35,50.9,GAZ:Canada;Canada:BC:Kamloops,MGYS00003691,"temperate grasslands, savannas, and shrubland biome",luvisol,soil
ERS1266188,luvisol IDF3-REF-ORG,-120.35,50.9,GAZ:Canada;Canada:BC:Kamloops,MGYS00003691,"temperate grasslands, savannas, and shrubland biome",luvisol,soil
ERS1266189,podzol SBS1-OM2C0-MIN,-122.62,54.37,GAZ:Canada;Canada:BC:Kamloops,MGYS00003691,temperate coniferous forest biome,podzol,soil
ERS1266190,podzol SBS1-OM2C0-ORG,-122.62,54.37,GAZ:Canada;Canada:BC:Kamloops,MGYS00003691,temperate coniferous forest biome,podzol,soil
ERS1266191,podzol SBS1-REF-MIN,-122.62,54.37,GAZ:Canada;Canada:BC:Kamloops,MGYS00003691,temperate coniferous forest biome,podzol,soil
ERS1266192,podzol SBS1-REF-ORG,-122.62,54.37,GAZ:Canada;Canada:BC:Kamloops,MGYS00003691,temperate coniferous forest biome,podzol,soil
ERS1266193,luvisol SBS2-OM2C0-MIN,-126.3,54.62,GAZ:Canada;Canada:BC:Topley,MGYS00003691,"temperate grasslands, savannas, and shrubland biome",luvisol,soil
ERS1266194,luvisol SBS2-OM2C0-ORG,-126.3,54.62,GAZ:Canada;Canada:BC:Topley,MGYS00003691,"temperate grasslands, savannas, and shrubland biome",luvisol,soil
ERS1266195,luvisol SBS2-REF-MIN,-126.3,54.62,GAZ:Canada;Canada:BC:Topley,MGYS00003691,"temperate grasslands, savannas, and shrubland biome",luvisol,soil
ERS1266196,luvisol SBS2-REF-ORG,-126.3,54.62,GAZ:Canada;Canada:BC:Topley,MGYS00003691,"temperate grasslands, savannas, and shrubland biome",luvisol,soil
ERS1266197,luvisol SBS3-OM2C0-MIN,-121.92,52.32,GAZ:Canada;Canada:BC:150 Mile House,MGYS00003691,"temperate grasslands, savannas, and shrubland biome",luvisol,soil
ERS1266198,luvisol SBS3-OM2C0-ORG,-121.92,52.32,GAZ:Canada;Canada:BC:150 Mile House,MGYS00003691,"temperate grasslands, savannas, and shrubland biome",luvisol,soil
ERS1266199,luvisol SBS3-REF-MIN,-121.92,52.32,GAZ:Canada;Canada:BC:150 Mile House,MGYS00003691,"temperate grasslands, savannas, and shrubland biome",luvisol,soil
ERS1266200,luvisol SBS3-REF-ORG,-121.92,52.32,GAZ:Canada;Canada:BC:150 Mile House,MGYS00003691,"temperate grasslands, savannas, and shrubland biome",luvisol,soil
ERS1266201,qiita_sid_1036:1036.A.Ac.2.1.s.4.1.sequences,-157.75,64.49,GAZ:United States of America,MGYS00003862,tundrar biome,permafrost,soil
ERS1266202,qiita_sid_1036:1036.A.Ac.2.1.s.4.1.sequences.r,-157.75,64.49,GAZ:United States of America,MGYS00003862,tundrar biome,permafrost,soil
ERS1266203,qiita_sid_1036:1036.A.Ac.2.2.s.4.1.sequences,-157.75,64.49,GAZ:United States of America,MGYS00003862,tundrar biome,permafrost,soil
ERS1266204,qiita_sid_1036:1036.A.Ac.2.2.s.4.1.sequences.r,-157.75,64.49,GAZ:United States of America,MGYS00003862,tundrar biome,permafrost,soil
ERS1266205,qiita_sid_1036:1036.A.C.0.1.s.4.1.sequences,-157.75,64.49,GAZ:United States of America,MGYS00003862,tundrar biome,permafrost,soil
ERS1266206,qiita_sid_1036:1036.A.C.0.2.s.4.1.sequences,-157.75,64.49,GAZ:United States of America,MGYS00003862,tundrar biome,permafrost,soil
ERS1266207,qiita_sid_1036:1036.A.C.2.1.s.4.1.sequences,-157.75,64.49,GAZ:United States of America,MGYS00003862,tundrar biome,permafrost,soil
ERS1266208,qiita_sid_1036:1036.A.C.2.1.s.4.1.sequences.r,-157.75,64.49,GAZ:United States of America,MGYS00003862,tundrar biome,permafrost,soil
ERS1266209,qiita_sid_1036:1036.A.C.2.2.s.4.1.sequences,-157.75,64.49,GAZ:United States of America,MGYS00003862,tundrar biome,permafrost,soil
ERS1266210,qiita_sid_1036:1036.A.C.2.2.s.4.1.sequences.r,-157.75,64.49,GAZ:United States of America,MGYS00003862,tundrar biome,permafrost,soil
ERS1266211,qiita_sid_1036:1036.A.N.2.1.s.4.1.sequences,-157.75,64.49,GAZ:United States of America,MGYS00003862,tundrar biome,permafrost,soil
ERS1266212,qiita_sid_1036:1036.A.N.2.2.s.4.1.sequences,-157.75,64.49,GAZ:United States of America,MGYS00003862,tundrar biome,permafrost,soil
ERS1266213,qiita_sid_1036:1036.A.N.7.1.s.4.1.sequences,-157.75,64.49,GAZ:United States of America,MGYS00003862,tundrar biome,permafrost,soil
ERS1266214,qiita_sid_1036:1036.A.N.7.2.s.4.1.sequences,-157.75,64.49,GAZ:United States of America,MGYS00003862,tundrar biome,permafrost,soil
ERS1266215,qiita_sid_1036:1036.A.V.2.1.s.4.1.sequences,-157.75,64.49,GAZ:United States of America,MGYS00003862,tundrar biome,permafrost,soil
ERS1266216,qiita_sid_1036:1036.A.V.2.2.s.4.1.sequences,-157.75,64.49,GAZ:United States of America,MGYS00003862,tundrar biome,permafrost,soil
ERS1266217,qiita_sid_1036:1036.B.Ac.14.1.s.4.1.sequences,-157.75,64.49,GAZ:United States of America,MGYS00003862,tundrar biome,bog,soil
ERS1266218,qiita_sid_1036:1036.B.Ac.14.2.s.4.1.sequences,-157.75,64.49,GAZ:United States of America,MGYS00003862,tundrar biome,bog,soil
ERS1266219,qiita_sid_1036:1036.B.Ac.2.1.s.4.1.sequences,-157.75,64.49,GAZ:United States of America,MGYS00003862,tundrar biome,bog,soil
ERS1266220,qiita_sid_1036:1036.B.Ac.2.2.s.4.1.sequences,-157.75,64.49,GAZ:United States of America,MGYS00003862,tundrar biome,bog,soil
ERS1266221,qiita_sid_1036:1036.B.Ac.21.1.s.4.1.sequences,-157.75,64.49,GAZ:United States of America,MGYS00003862,tundrar biome,bog,soil
ERS1266222,qiita_sid_1036:1036.B.Ac.21.2.s.4.1.sequences,-157.75,64.49,GAZ:United States of America,MGYS00003862,tundrar biome,bog,soil
ERS1266223,qiita_sid_1036:1036.B.Ac.7.1.s.4.1.sequences,-157.75,64.49,GAZ:United States of America,MGYS00003862,tundrar biome,bog,soil
ERS1266224,qiita_sid_1036:1036.B.Ac.7.2.s.4.1.sequences,-157.75,64.49,GAZ:United States of America,MGYS00003862,tundrar biome,bog,soil
ERS1266225,qiita_sid_1036:1036.B.C.0.1.s.4.1.sequences,-157.75,64.49,GAZ:United States of America,MGYS00003862,tundrar biome,bog,soil
ERS1266226,qiita_sid_1036:1036.B.C.0.2.s.4.1.sequences,-157.75,64.49,GAZ:United States of America,MGYS00003862,tundrar biome,bog,soil
ERS1266227,qiita_sid_1036:1036.B.C.14.1.s.4.1.sequences,-157.75,64.49,GAZ:United States of America,MGYS00003862,tundrar biome,bog,soil
ERS1266228,qiita_sid_1036:1036.B.C.14.2.s.4.1.sequences,-157.75,64.49,GAZ:United States of America,MGYS00003862,tundrar biome,bog,soil
ERS1266229,qiita_sid_1036:1036.B.C.2.1.s.4.1.sequences,-157.75,64.49,GAZ:United States of America,MGYS00003862,tundrar biome,bog,soil
ERS1266230,qiita_sid_1036:1036.B.C.2.2.s.4.1.sequences,-157.75,64.49,GAZ:United States of America,MGYS00003862,tundrar biome,bog,soil
ERS1266231,qiita_sid_1036:1036.B.C.21.1.s.4.1.sequences,-157.75,64.49,GAZ:United States of America,MGYS00003862,tundrar biome,bog,soil
ERS1266232,qiita_sid_1036:1036.B.C.21.2.s.4.1.sequences,-157.75,64.49,GAZ:United States of America,MGYS00003862,tundrar biome,bog,soil
ERS1266233,qiita_sid_1036:1036.B.C.7.1.s.4.1.sequences,-157.75,64.49,GAZ:United States of America,MGYS00003862,tundrar biome,bog,soil
ERS1266234,qiita_sid_1036:1036.B.C.7.2.s.4.1.sequences,-157.75,64.49,GAZ:United States of America,MGYS00003862,tundrar biome,bog,soil
ERS1266235,qiita_sid_1036:1036.B.N.14.1.s.4.1.sequences,-157.75,64.49,GAZ:United States of America,MGYS00003862,tundrar biome,bog,soil
ERS1266236,qiita_sid_1036:1036.B.N.14.2.s.4.1.sequences,-157.75,64.49,GAZ:United States of America,MGYS00003862,tundrar biome,bog,soil
ERS1266237,qiita_sid_1036:1036.B.N.2.1.s.4.1.sequences,-157.75,64.49,GAZ:United States of America,MGYS00003862,tundrar biome,bog,soil
ERS1266238,qiita_sid_1036:1036.B.N.2.2.s.4.1.sequences,-157.75,64.49,GAZ:United States of America,MGYS00003862,tundrar biome,bog,soil
ERS1266239,qiita_sid_1036:1036.B.N.21.1.s.4.1.sequences,-157.75,64.49,GAZ:United States of America,MGYS00003862,tundrar biome,bog,soil
ERS1266240,qiita_sid_1036:1036.B.N.21.2.s.4.1.sequences,-157.75,64.49,GAZ:United States of America,MGYS00003862,tundrar biome,bog,soil
ERS1266241,qiita_sid_1036:1036.B.N.7.1.s.4.1.sequences,-157.75,64.49,GAZ:United States of America,MGYS00003862,tundrar biome,bog,soil
ERS1266242,qiita_sid_1036:1036.B.N.7.2.s.4.1.sequences,-157.75,64.49,GAZ:United States of America,MGYS00003862,tundrar biome,bog,soil
ERS1266243,qiita_sid_1036:1036.P.Ac.14.1.s.4.1.sequences,-157.75,64.49,GAZ:United States of America,MGYS00003862,tundrar biome,permafrost,soil
ERS1266244,qiita_sid_1036:1036.P.Ac.14.2.s.4.1.sequences,-157.75,64.49,GAZ:United States of America,MGYS00003862,tundrar biome,permafrost,soil
ERS1266245,qiita_sid_1036:1036.P.Ac.2.1.s.4.1.sequences,-157.75,64.49,GAZ:United States of America,MGYS00003862,tundrar biome,permafrost,soil
ERS1266246,qiita_sid_1036:1036.P.Ac.2.2.s.4.1.sequences,-157.75,64.49,GAZ:United States of America,MGYS00003862,tundrar biome,permafrost,soil
ERS1266247,qiita_sid_1036:1036.P.Ac.21.1.s.4.1.sequences,-157.75,64.49,GAZ:United States of America,MGYS00003862,tundrar biome,permafrost,soil
ERS1266248,qiita_sid_1036:1036.P.Ac.21.2.s.4.1.sequences,-157.75,64.49,GAZ:United States of America,MGYS00003862,tundrar biome,permafrost,soil
ERS1266249,qiita_sid_1036:1036.P.Ac.7.1.s.4.1.sequences,-157.75,64.49,GAZ:United States of America,MGYS00003862,tundrar biome,permafrost,soil
ERS1266250,qiita_sid_1036:1036.P.Ac.7.2.s.4.1.sequences,-157.75,64.49,GAZ:United States of America,MGYS00003862,tundrar biome,permafrost,soil
ERS1266251,qiita_sid_1036:1036.P.C.0.1.s.4.1.sequences,-157.75,64.49,GAZ:United States of America,MGYS00003862,tundrar biome,permafrost,soil
ERS1266252,qiita_sid_1036:1036.P.C.0.2.s.4.1.sequences,-157.75,64.49,GAZ:United States of America,MGYS00003862,tundrar biome,permafrost,soil
ERS1266253,qiita_sid_1036:1036.P.C.14.1.s.4.1.sequences,-157.75,64.49,GAZ:United States of America,MGYS00003862,tundrar biome,permafrost,soil
ERS1266254,qiita_sid_1036:1036.P.C.14.2.s.4.1.sequences,-157.75,64.49,GAZ:United States of America,MGYS00003862,tundrar biome,permafrost,soil
ERS1266255,qiita_sid_1036:1036.P.C.2.1.s.4.1.sequences,-157.75,64.49,GAZ:United States of America,MGYS00003862,tundrar biome,permafrost,soil
ERS1266256,qiita_sid_1036:1036.P.C.2.2.s.4.1.sequences,-157.75,64.49,GAZ:United States of America,MGYS00003862,tundrar biome,permafrost,soil
ERS1266257,qiita_sid_1036:1036.P.C.21.1.s.4.1.sequences,-157.75,64.49,GAZ:United States of America,MGYS00003862,tundrar biome,permafrost,soil
ERS1266258,qiita_sid_1036:1036.P.C.21.2.s.4.1.sequences,-157.75,64.49,GAZ:United States of America,MGYS00003862,tundrar biome,permafrost,soil
ERS1266259,qiita_sid_1036:1036.P.C.7.1.s.4.1.sequences,-157.75,64.49,GAZ:United States of America,MGYS00003862,tundrar biome,permafrost,soil
ERS1266260,qiita_sid_1036:1036.P.C.7.2.s.4.1.sequences,-157.75,64.49,GAZ:United States of America,MGYS00003862,tundrar biome,permafrost,soil
ERS1266261,qiita_sid_1036:1036.P.N.14.1.s.4.1.sequences,-157.75,64.49,GAZ:United States of America,MGYS00003862,tundrar biome,permafrost,soil
ERS1266262,qiita_sid_1036:1036.P.N.14.2.s.4.1.sequences,-157.75,64.49,GAZ:United States of America,MGYS00003862,tundrar biome,permafrost,soil
ERS1266263,qiita_sid_1036:1036.P.N.2.1.s.4.1.sequences,-157.75,64.49,GAZ:United States of America,MGYS00003862,tundrar biome,permafrost,soil
ERS1266264,qiita_sid_1036:1036.P.N.2.2.s.4.1.sequences,-157.75,64.49,GAZ:United States of America,MGYS00003862,tundrar biome,permafrost,soil
ERS1266265,qiita_sid_1036:1036.P.N.21.1.s.4.1.sequences,-157.75,64.49,GAZ:United States of America,MGYS00003862,tundrar biome,permafrost,soil
ERS1266266,qiita_sid_1036:1036.P.N.21.2.s.4.1.sequences,-157.75,64.49,GAZ:United States of America,MGYS00003862,tundrar biome,permafrost,soil
ERS1266267,qiita_sid_1036:1036.P.N.7.1.s.4.1.sequences,-157.75,64.49,GAZ:United States of America,MGYS00003862,tundrar biome,permafrost,soil
ERS1266268,qiita_sid_1036:1036.P.N.7.2.s.4.1.sequences,-157.75,64.49,GAZ:United States of America,MGYS00003862,tundrar biome,permafrost,soil
ERS1266397,qiita_sid_1043:1043.Hopland.14C.BC.TP1.01,-123.07,38.99,GAZ:United States of America;USA:OR:Hopland,MGYS00003865,cropland biome,grassland soil,soil
ERS1266398,qiita_sid_1043:1043.Hopland.14C.BC.TP1.02,-123.07,38.99,GAZ:United States of America;USA:OR:Hopland,MGYS00003865,cropland biome,grassland soil,soil
ERS1266399,qiita_sid_1043:1043.Hopland.14C.BC.TP1.03,-123.07,38.99,GAZ:United States of America;USA:OR:Hopland,MGYS00003865,cropland biome,grassland soil,soil
ERS1266400,qiita_sid_1043:1043.Hopland.14C.BC.TP1.04,-123.07,38.99,GAZ:United States of America;USA:OR:Hopland,MGYS00003865,cropland biome,grassland soil,soil
ERS1266401,qiita_sid_1043:1043.Hopland.14C.Control.TP1.01,-123.07,38.99,USA:OR:Hopland;GAZ:United States of America,MGYS00003865,cropland biome,grassland soil,soil
ERS1266402,qiita_sid_1043:1043.Hopland.14C.Control.TP1.02,-123.07,38.99,GAZ:United States of America;USA:OR:Hopland,MGYS00003865,cropland biome,grassland soil,soil
ERS1266403,qiita_sid_1043:1043.Hopland.14C.Control.TP1.03,-123.07,38.99,GAZ:United States of America;USA:OR:Hopland,MGYS00003865,cropland biome,grassland soil,soil
ERS1266404,qiita_sid_1043:1043.Hopland.14C.Control.TP1.04,-123.07,38.99,GAZ:United States of America;USA:OR:Hopland,MGYS00003865,cropland biome,grassland soil,soil
ERS1266405,qiita_sid_1043:1043.Hopland.14C.Wood.TP1.01,-123.07,38.99,GAZ:United States of America;USA:OR:Hopland,MGYS00003865,cropland biome,grassland soil,soil
ERS1266406,qiita_sid_1043:1043.Hopland.14C.Wood.TP1.02,-123.07,38.99,GAZ:United States of America;USA:OR:Hopland,MGYS00003865,cropland biome,grassland soil,soil
ERS1266407,qiita_sid_1043:1043.Hopland.14C.Wood.TP1.03,-123.07,38.99,GAZ:United States of America;USA:OR:Hopland,MGYS00003865,cropland biome,grassland soil,soil
ERS1266408,qiita_sid_1043:1043.Hopland.14C.Wood.TP1.04,-123.07,38.99,GAZ:United States of America;USA:OR:Hopland,MGYS00003865,cropland biome,grassland soil,soil
ERS1266409,qiita_sid_1043:1043.Hopland.20C.BC.TP1.01,-123.07,38.99,GAZ:United States of America;USA:OR:Hopland,MGYS00003865,cropland biome,grassland soil,soil
ERS1266410,qiita_sid_1043:1043.Hopland.20C.BC.TP1.02,-123.07,38.99,GAZ:United States of America;USA:OR:Hopland,MGYS00003865,cropland biome,grassland soil,soil
ERS1266411,qiita_sid_1043:1043.Hopland.20C.BC.TP1.03,-123.07,38.99,GAZ:United States of America;USA:OR:Hopland,MGYS00003865,cropland biome,grassland soil,soil
ERS1266412,qiita_sid_1043:1043.Hopland.20C.BC.TP1.04,-123.07,38.99,GAZ:United States of America;USA:OR:Hopland,MGYS00003865,cropland biome,grassland soil,soil
ERS1266413,qiita_sid_1043:1043.Hopland.20C.Control.TP1.01,-123.07,38.99,GAZ:United States of America;USA:OR:Hopland,MGYS00003865,cropland biome,grassland soil,soil
ERS1266414,qiita_sid_1043:1043.Hopland.20C.Control.TP1.02,-123.07,38.99,GAZ:United States of America;USA:OR:Hopland,MGYS00003865,cropland biome,grassland soil,soil
ERS1266415,qiita_sid_1043:1043.Hopland.20C.Control.TP1.03,-123.07,38.99,GAZ:United States of America;USA:OR:Hopland,MGYS00003865,cropland biome,grassland soil,soil
ERS1266416,qiita_sid_1043:1043.Hopland.20C.Control.TP1.04,-123.07,38.99,GAZ:United States of America;USA:OR:Hopland,MGYS00003865,cropland biome,grassland soil,soil
ERS1266417,qiita_sid_1043:1043.Hopland.20C.Wood.TP1.01,-123.07,38.99,GAZ:United States of America;USA:OR:Hopland,MGYS00003865,cropland biome,grassland soil,soil
ERS1266418,qiita_sid_1043:1043.Hopland.20C.Wood.TP1.02,-123.07,38.99,GAZ:United States of America;USA:OR:Hopland,MGYS00003865,cropland biome,grassland soil,soil
ERS1266419,qiita_sid_1043:1043.Hopland.20C.Wood.TP1.03,-123.07,38.99,GAZ:United States of America;USA:OR:Hopland,MGYS00003865,cropland biome,grassland soil,soil
ERS1266420,qiita_sid_1043:1043.Hopland.20C.Wood.TP1.04,-123.07,38.99,GAZ:United States of America;USA:OR:Hopland,MGYS00003865,cropland biome,grassland soil,soil
ERS1266421,qiita_sid_1043:1043.Start.Hopland.14C.T0.01,-123.07,38.99,GAZ:United States of America;USA:OR:Hopland,MGYS00003865,cropland biome,grassland soil,soil
ERS1266422,qiita_sid_1043:1043.Start.Hopland.14C.T0.02,-123.07,38.99,GAZ:United States of America;USA:OR:Hopland,MGYS00003865,cropland biome,grassland soil,soil
ERS1266423,qiita_sid_1043:1043.Start.Hopland.20C.T0.03,-123.07,38.99,GAZ:United States of America;USA:OR:Hopland,MGYS00003865,cropland biome,grassland soil,soil
ERS1266424,qiita_sid_1043:1043.Start.Hopland.20C.T0.04,-123.07,38.99,GAZ:United States of America;USA:OR:Hopland,MGYS00003865,cropland biome,grassland soil,soil
ERS1266425,qiita_sid_1043:1043.Tabonuco.20C.BC.TP1.01,-66.93,18.13,GAZ:Puerto Rico;USA:Puerto Rico:Tabonuco,MGYS00003865,tropical moist broadleaf forest biome,tropical soil,soil
ERS1266426,qiita_sid_1043:1043.Tabonuco.20C.BC.TP1.02,-66.93,18.13,GAZ:Puerto Rico;USA:Puerto Rico:Tabonuco,MGYS00003865,tropical moist broadleaf forest biome,tropical soil,soil
ERS1266427,qiita_sid_1043:1043.Tabonuco.20C.BC.TP1.03,-66.93,18.13,GAZ:Puerto Rico;USA:Puerto Rico:Tabonuco,MGYS00003865,tropical moist broadleaf forest biome,tropical soil,soil
ERS1266428,qiita_sid_1043:1043.Tabonuco.20C.BC.TP1.04,-66.93,18.13,GAZ:Puerto Rico;USA:Puerto Rico:Tabonuco,MGYS00003865,tropical moist broadleaf forest biome,tropical soil,soil
ERS1266429,qiita_sid_1043:1043.Tabonuco.20C.Control.TP1.01,-66.93,18.13,GAZ:Puerto Rico;USA:Puerto Rico:Tabonuco,MGYS00003865,tropical moist broadleaf forest biome,tropical soil,soil
ERS1266430,qiita_sid_1043:1043.Tabonuco.20C.Control.TP1.02,-66.93,18.13,GAZ:Puerto Rico;USA:Puerto Rico:Tabonuco,MGYS00003865,tropical moist broadleaf forest biome,tropical soil,soil
ERS1266431,qiita_sid_1043:1043.Tabonuco.20C.Control.TP1.03,-66.93,18.13,GAZ:Puerto Rico;USA:Puerto Rico:Tabonuco,MGYS00003865,tropical moist broadleaf forest biome,tropical soil,soil
ERS1266432,qiita_sid_1043:1043.Tabonuco.20C.Control.TP1.04,-66.93,18.13,GAZ:Puerto Rico;USA:Puerto Rico:Tabonuco,MGYS00003865,tropical moist broadleaf forest biome,tropical soil,soil
ERS1266433,qiita_sid_1043:1043.Tabonuco.20C.Start.T0.01,-66.93,18.13,GAZ:Puerto Rico;USA:Puerto Rico:Tabonuco,MGYS00003865,tropical moist broadleaf forest biome,tropical soil,soil
ERS1266434,qiita_sid_1043:1043.Tabonuco.20C.Start.T0.02,-66.93,18.13,GAZ:Puerto Rico;USA:Puerto Rico:Tabonuco,MGYS00003865,tropical moist broadleaf forest biome,tropical soil,soil
ERS1266435,qiita_sid_1043:1043.Tabonuco.20C.Wood.TP1.01,-66.93,18.13,GAZ:Puerto Rico;USA:Puerto Rico:Tabonuco,MGYS00003865,tropical moist broadleaf forest biome,tropical soil,soil
ERS1266436,qiita_sid_1043:1043.Tabonuco.20C.Wood.TP1.02,-66.93,18.13,GAZ:Puerto Rico;USA:Puerto Rico:Tabonuco,MGYS00003865,tropical moist broadleaf forest biome,tropical soil,soil
ERS1266437,qiita_sid_1043:1043.Tabonuco.20C.Wood.TP1.03,-66.93,18.13,GAZ:Puerto Rico;USA:Puerto Rico:Tabonuco,MGYS00003865,tropical moist broadleaf forest biome,tropical soil,soil
ERS1266438,qiita_sid_1043:1043.Tabonuco.20C.Wood.TP1.04,-66.93,18.13,GAZ:Puerto Rico;USA:Puerto Rico:Tabonuco,MGYS00003865,tropical moist broadleaf forest biome,tropical soil,soil
ERS1266439,qiita_sid_1043:1043.Tabonuco.26C.BC.TP1.01,-66.93,18.13,GAZ:Puerto Rico;USA:Puerto Rico:Tabonuco,MGYS00003865,tropical moist broadleaf forest biome,tropical soil,soil
ERS1266440,qiita_sid_1043:1043.Tabonuco.26C.BC.TP1.02,-66.93,18.13,GAZ:Puerto Rico;USA:Puerto Rico:Tabonuco,MGYS00003865,tropical moist broadleaf forest biome,tropical soil,soil
ERS1266441,qiita_sid_1043:1043.Tabonuco.26C.BC.TP1.03,-66.93,18.13,GAZ:Puerto Rico;USA:Puerto Rico:Tabonuco,MGYS00003865,tropical moist broadleaf forest biome,tropical soil,soil
ERS1266442,qiita_sid_1043:1043.Tabonuco.26C.BC.TP1.04,-66.93,18.13,GAZ:Puerto Rico;USA:Puerto Rico:Tabonuco,MGYS00003865,tropical moist broadleaf forest biome,tropical soil,soil
ERS1266443,qiita_sid_1043:1043.Tabonuco.26C.Control.TP1.01,-66.93,18.13,GAZ:Puerto Rico;USA:Puerto Rico:Tabonuco,MGYS00003865,tropical moist broadleaf forest biome,tropical soil,soil
ERS1266444,qiita_sid_1043:1043.Tabonuco.26C.Control.TP1.02,-66.93,18.13,GAZ:Puerto Rico;USA:Puerto Rico:Tabonuco,MGYS00003865,tropical moist broadleaf forest biome,tropical soil,soil
ERS1266445,qiita_sid_1043:1043.Tabonuco.26C.Control.TP1.03,-66.93,18.13,GAZ:Puerto Rico;USA:Puerto Rico:Tabonuco,MGYS00003865,tropical moist broadleaf forest biome,tropical soil,soil
ERS1266446,qiita_sid_1043:1043.Tabonuco.26C.Control.TP1.04,-66.93,18.13,GAZ:Puerto Rico;USA:Puerto Rico:Tabonuco,MGYS00003865,tropical moist broadleaf forest biome,tropical soil,soil
ERS1266447,qiita_sid_1043:1043.Tabonuco.26C.Start.T0.03,-66.93,18.13,GAZ:Puerto Rico;USA:Puerto Rico:Tabonuco,MGYS00003865,tropical moist broadleaf forest biome,tropical soil,soil
ERS1266448,qiita_sid_1043:1043.Tabonuco.26C.Start.T0.04,-66.93,18.13,GAZ:Puerto Rico;USA:Puerto Rico:Tabonuco,MGYS00003865,tropical moist broadleaf forest biome,tropical soil,soil
ERS1266449,qiita_sid_1043:1043.Tabonuco.26C.Wood.TP1.01,-66.93,18.13,GAZ:Puerto Rico;USA:Puerto Rico:Tabonuco,MGYS00003865,tropical moist broadleaf forest biome,tropical soil,soil
ERS1266450,qiita_sid_1043:1043.Tabonuco.26C.Wood.TP1.02,-66.93,18.13,GAZ:Puerto Rico;USA:Puerto Rico:Tabonuco,MGYS00003865,tropical moist broadleaf forest biome,tropical soil,soil
ERS1266451,qiita_sid_1043:1043.Tabonuco.26C.Wood.TP1.03,-66.93,18.13,GAZ:Puerto Rico;USA:Puerto Rico:Tabonuco,MGYS00003865,tropical moist broadleaf forest biome,tropical soil,soil
ERS1266452,qiita_sid_1043:1043.Tabonuco.26C.Wood.TP1.04,-66.93,18.13,GAZ:Puerto Rico;USA:Puerto Rico:Tabonuco,MGYS00003865,tropical moist broadleaf forest biome,tropical soil,soil
ERS1271060,BTEX degraders in BES,,,,MGYS00001192,,,
ERS1271061,BTEX degraders in BES,,,,MGYS00001192,,,
ERS1271062,BTEX degraders in BES,,,,MGYS00001192,,,
ERS1271063,BTEX degraders in BES,,,,MGYS00001192,,,
ERS1271064,BTEX degraders in BES,,,,MGYS00001192,,,
ERS1271065,BTEX degraders in BES,,,,MGYS00001192,,,
ERS1271066,BTEX degraders in BES,,,,MGYS00001192,,,
ERS1271068,BTEX degraders in BES,,,,MGYS00001192,,,
ERS1271069,BTEX degraders in BES,,,,MGYS00001192,,,
ERS1271070,BTEX degraders in BES,,,,MGYS00001192,,,
ERS1271071,BTEX degraders in BES,,,,MGYS00001192,,,
ERS1271072,BTEX degraders in BES,,,,MGYS00001192,,,
ERS1271073,BTEX degraders in BES,,,,MGYS00001192,,,
ERS1271075,BTEX degraders in BES,,,,MGYS00001192,,,
ERS1271078,BTEX degraders in BES,,,,MGYS00001192,,,
ERS1271079,BTEX degraders in BES,,,,MGYS00001192,,,
ERS1271080,BTEX degraders in BES,,,,MGYS00001192,,,
ERS1271081,BTEX degraders in BES,,,,MGYS00001192,,,
ERS1271083,BTEX degraders in BES,,,,MGYS00001192,,,
ERS1271084,BTEX degraders in BES,,,,MGYS00001192,,,
ERS1280074,qiita_sid_1034:1034.CHA1,161.71,69.438,GAZ:Russia;Russia:Siberia,MGYS00003759,tundra biome,tundra,soil
ERS1280075,qiita_sid_1034:1034.CHA10,161.71,69.438,GAZ:Russia;Russia:Siberia,MGYS00003759,tundra biome,tundra,soil
