accession,sample_name,longitude_deg,latitude_deg,country,studies,env_biome,env_feature,env_material,experiment_type,collection_date
SRS577352,MIMARKS Survey related sample from Fungi,,,,MGYS00000763,,,,amplicon,
SRS577353,MIMARKS Survey related sample from Fungi,,,,MGYS00000763,,,,amplicon,
SRS577354,MIMARKS Survey related sample from Fungi,,,,MGYS00000763,,,,amplicon,
SRS577355,MIMARKS Survey related sample from Fungi,,,,MGYS00000763,,,,amplicon,
SRS577356,MIMARKS Survey related sample from Fungi,,,,MGYS00000763,,,,amplicon,
SRS577357,MIMARKS Survey related sample from Fungi,,,,MGYS00000763,,,,amplicon,
SRS577358,MIMARKS Survey related sample from Fungi,,,,MGYS00000763,,,,amplicon,
SRS577359,MIMARKS Survey related sample from Fungi,,,,MGYS00000763,,,,amplicon,
SRS577360,MIMARKS Survey related sample from Fungi,,,,MGYS00000763,,,,amplicon,
SRS577361,MIMARKS Survey related sample from Fungi,,,,MGYS00000763,,,,amplicon,
SRS577362,MIMARKS Survey related sample from Fungi,,,,MGYS00000763,,,,amplicon,
SRS577363,MIMARKS Survey related sample from Fungi,,,,MGYS00000763,,,,amplicon,
SRS577364,MIMARKS Survey related sample from Fungi,,,,MGYS00000763,,,,amplicon,
SRS577365,MIMARKS Survey related sample from Fungi,,,,MGYS00000763,,,,amplicon,
SRS577791,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000875,,,,amplicon,
SRS577851,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000875,,,,amplicon,
SRS578042,MIMS Environmental/Metagenome sample from metagenomes,,,,MGYS00000884,,,,amplicon,
SRS578043,MIMS Environmental/Metagenome sample from metagenomes,,,,MGYS00000884,,,,amplicon,
SRS578044,MIMS Environmental/Metagenome sample from metagenomes,,,,MGYS00000884,,,,amplicon,
SRS578045,MIMS Environmental/Metagenome sample from metagenomes,,,,MGYS00000884,,,,amplicon,
SRS578046,MIMS Environmental/Metagenome sample from metagenomes,,,,MGYS00000884,,,,amplicon,
SRS578047,MIMS Environmental/Metagenome sample from metagenomes,,,,MGYS00000884,,,,amplicon,
SRS578048,MIMS Environmental/Metagenome sample from metagenomes,,,,MGYS00000884,,,,amplicon,
SRS578049,MIMS Environmental/Metagenome sample from metagenomes,,,,MGYS00000884,,,,amplicon,
SRS578050,MIMS Environmental/Metagenome sample from metagenomes,,,,MGYS00000884,,,,amplicon,
SRS578051,MIMS Environmental/Metagenome sample from metagenomes,,,,MGYS00000884,,,,amplicon,
SRS578052,MIMS Environmental/Metagenome sample from metagenomes,,,,MGYS00000884,,,,amplicon,
SRS578053,MIMS Environmental/Metagenome sample from metagenomes,,,,MGYS00000884,,,,amplicon,
SRS578054,MIMS Environmental/Metagenome sample from metagenomes,,,,MGYS00000884,,,,amplicon,
SRS580111,MIMS Environmental/Metagenome sample from uncultured organism,,,,MGYS00001158,,,,amplicon,
SRS580113,MIMS Environmental/Metagenome sample from uncultured organism,,,,MGYS00001158,,,,amplicon,
SRS580114,MIMS Environmental/Metagenome sample from uncultured organism,,,,MGYS00001158,,,,amplicon,
SRS580115,MIMS Environmental/Metagenome sample from uncultured organism,,,,MGYS00001158,,,,amplicon,
SRS580116,MIMS Environmental/Metagenome sample from uncultured organism,,,,MGYS00001158,,,,amplicon,
SRS580117,MIMS Environmental/Metagenome sample from uncultured organism,,,,MGYS00001158,,,,amplicon,
SRS580118,MIMS Environmental/Metagenome sample from uncultured organism,,,,MGYS00001158,,,,amplicon,
SRS580119,MIMS Environmental/Metagenome sample from uncultured organism,,,,MGYS00001158,,,,amplicon,
SRS580122,MIMS Environmental/Metagenome sample from uncultured organism,,,,MGYS00001158,,,,amplicon,
SRS580125,MIMS Environmental/Metagenome sample from uncultured organism,,,,MGYS00001158,,,,amplicon,
SRS580130,MIMS Environmental/Metagenome sample from uncultured organism,,,,MGYS00001158,,,,amplicon,
SRS580145,MIMS Environmental/Metagenome sample from uncultured organism,,,,MGYS00001158,,,,amplicon,
SRS580154,MIMS Environmental/Metagenome sample from uncultured organism,,,,MGYS00001158,,,,amplicon,
SRS580169,MIMS Environmental/Metagenome sample from uncultured organism,,,,MGYS00001158,,,,amplicon,
SRS580173,MIMS Environmental/Metagenome sample from uncultured organism,,,,MGYS00001158,,,,amplicon,
SRS580188,MIMS Environmental/Metagenome sample from uncultured organism,,,,MGYS00001158,,,,amplicon,
SRS580189,MIMS Environmental/Metagenome sample from uncultured organism,,,,MGYS00001158,,,,amplicon,
SRS580443,GM3,,,,MGYS00000874,,,,metatranscriptomic,
SRS580512,MIMS Environmental/Metagenome sample from uncultured organism,,,,MGYS00000873,,,,amplicon,
SRS580612,MIMS Environmental/Metagenome sample from uncultured organism,,,,MGYS00000873,,,,amplicon,
SRS580614,MIMS Environmental/Metagenome sample from uncultured organism,,,,MGYS00000873,,,,amplicon,
SRS580615,MIMS Environmental/Metagenome sample from uncultured organism,,,,MGYS00000873,,,,amplicon,
SRS580616,MIMS Environmental/Metagenome sample from uncultured organism,,,,MGYS00000873,,,,amplicon,
SRS580617,MIMS Environmental/Metagenome sample from uncultured organism,,,,MGYS00000873,,,,amplicon,
SRS580618,MIMS Environmental/Metagenome sample from uncultured organism,,,,MGYS00000873,,,,amplicon,
SRS580619,MIMS Environmental/Metagenome sample from uncultured organism,,,,MGYS00000873,,,,amplicon,
SRS580620,MIMS Environmental/Metagenome sample from uncultured organism,,,,MGYS00000873,,,,amplicon,
SRS580621,MIMS Environmental/Metagenome sample from uncultured organism,,,,MGYS00000873,,,,amplicon,
SRS580861,WZT+R_I.D._18B,,,,MGYS00000890,,,,amplicon,
SRS580863,WZT+R_I.D._59A,,,,MGYS00000890,,,,amplicon,
SRS580871,WZT+R_I.D._59B,,,,MGYS00000890,,,,amplicon,
SRS580872,MCT-R_I.D._51A,,,,MGYS00000890,,,,amplicon,
SRS580873,MCT-R_I.D._51A,,,,MGYS00000890,,,,amplicon,
SRS581617,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000872,,,,amplicon,
SRS581618,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000872,,,,amplicon,
SRS581619,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000872,,,,amplicon,
SRS581620,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000872,,,,amplicon,
SRS581621,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000872,,,,amplicon,
SRS581622,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000872,,,,amplicon,
SRS581623,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000872,,,,amplicon,
SRS581624,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000872,,,,amplicon,
SRS581625,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000872,,,,amplicon,
SRS581966,Microbe sample for Environmental Soil Sample,,,,MGYS00000870,,,,metagenomic,
SRS583109,Microbe sample for Environmental Soil Sample,,,,MGYS00000870,,,,metagenomic,
SRS583127,Microbe sample for Environmental Soil Sample,,,,MGYS00000870,,,,metagenomic,
SRS583267,Microbe sample for Environmental Soil Sample,,,,MGYS00000870,,,,metagenomic,
SRS583294,Microbe sample for Environmental Soil Sample,,,,MGYS00000870,,,,metagenomic,
SRS583296,Microbe sample for Environmental Soil Sample,,,,MGYS00000870,,,,metagenomic,
SRS583298,Microbe sample for Environmental Soil Sample,,,,MGYS00000870,,,,metagenomic,
SRS583377,Microbe sample for Environmental Soil Sample,,,,MGYS00000870,,,,metagenomic,
SRS583469,Microbe sample for Environmental Soil Sample,,,,MGYS00000870,,,,metagenomic,
SRS583470,Microbe sample for Environmental Soil Sample,,,,MGYS00000870,,,,metagenomic,
SRS583474,Microbe sample for Environmental Soil Sample,,,,MGYS00000870,,,,metagenomic,
SRS583475,Microbe sample for Environmental Soil Sample,,,,MGYS00000870,,,,metagenomic,
SRS583477,Microbe sample for environmental sample,,,,MGYS00000870,,,,metagenomic,
SRS583483,Microbe sample for Environmental Soil Sample,,,,MGYS00000870,,,,metagenomic,
SRS583484,MCT-R_I.D._29A,,,,MGYS00000890,,,,amplicon,
SRS583485,MCT-R_I.D._29B,,,,MGYS00000890,,,,amplicon,
SRS583486,WCT-R_I.D._22A,,,,MGYS00000890,,,,amplicon,
SRS583487,WCT-R_I.D._22B,,,,MGYS00000890,,,,amplicon,
SRS583488,WCT-R_I.D._58A,,,,MGYS00000890,,,,amplicon,
SRS583489,WCT-R_I.D._58B,,,,MGYS00000890,,,,amplicon,
SRS583490,WCT+R_I.D._41A,,,,MGYS00000890,,,,amplicon,
SRS583491,WCT+R_I.D._41B,,,,MGYS00000890,,,,amplicon,
SRS583492,WCT+R_I.D._4A,,,,MGYS00000890,,,,amplicon,
SRS583493,WCT+R_I.D._4B,,,,MGYS00000890,,,,amplicon,
SRS583495,WZT-R_I.D._60A,,,,MGYS00000890,,,,amplicon,
SRS583497,WZT-R_I.D._60B,,,,MGYS00000890,,,,amplicon,
SRS583498,WZT-R_I.D._17A,,,,MGYS00000890,,,,amplicon,
SRS583499,WZT-R_I.D._17B,,,,MGYS00000890,,,,amplicon,
SRS583562,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000875,,,,amplicon,
SRS583563,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000875,,,,amplicon,
SRS583564,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000875,,,,amplicon,
SRS583565,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000875,,,,amplicon,
SRS583567,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000875,,,,amplicon,
SRS583568,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000875,,,,amplicon,
SRS583569,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000875,,,,amplicon,
SRS583584,Microbe sample for uncultured bacterium,,,,MGYS00000869,,,,amplicon,
SRS583585,Microbe sample for uncultured bacterium,,,,MGYS00000869,,,,amplicon,
SRS583586,Microbe sample for uncultured bacterium,,,,MGYS00000869,,,,amplicon,
SRS583587,Microbe sample for uncultured bacterium,,,,MGYS00000869,,,,amplicon,
SRS583588,Microbe sample for uncultured bacterium,,,,MGYS00000869,,,,amplicon,
SRS583589,Microbe sample for uncultured bacterium,,,,MGYS00000869,,,,amplicon,
SRS583590,Microbe sample for uncultured bacterium,,,,MGYS00000869,,,,amplicon,
SRS583591,Microbe sample for uncultured bacterium,,,,MGYS00000869,,,,amplicon,
SRS583593,Microbe sample for uncultured bacterium,,,,MGYS00000869,,,,amplicon,
SRS583594,Microbe sample for uncultured bacterium,,,,MGYS00000869,,,,amplicon,
SRS583595,Microbe sample for uncultured bacterium,,,,MGYS00000869,,,,amplicon,
SRS583596,Microbe sample for uncultured bacterium,,,,MGYS00000869,,,,amplicon,
SRS583597,Microbe sample for uncultured bacterium,,,,MGYS00000869,,,,amplicon,
SRS583598,Microbe sample for uncultured bacterium,,,,MGYS00000869,,,,amplicon,
SRS583599,Microbe sample for uncultured bacterium,,,,MGYS00000869,,,,amplicon,
SRS583600,Microbe sample for uncultured bacterium,,,,MGYS00000869,,,,amplicon,
SRS583601,Microbe sample for uncultured bacterium,,,,MGYS00000869,,,,amplicon,
SRS583602,Microbe sample for uncultured bacterium,,,,MGYS00000869,,,,amplicon,
SRS584124,L1yo,,,,MGYS00000871,,,,metatranscriptomic,
SRS589875,Generic sample from soil archaea_1,,,,MGYS00000626,,,,amplicon,
SRS590861,H2,,,,MGYS00000930,,,,amplicon,
SRS590862,H4,,,,MGYS00000930,,,,amplicon,
SRS590863,H5,,,,MGYS00000930,,,,amplicon,
SRS590865,H6,,,,MGYS00000930,,,,amplicon,
SRS590866,J1,,,,MGYS00000930,,,,amplicon,
SRS590867,J2,,,,MGYS00000930,,,,amplicon,
SRS590868,S3,,,,MGYS00000930,,,,amplicon,
SRS590869,S6,,,,MGYS00000930,,,,amplicon,
SRS590870,S7,,,,MGYS00000930,,,,amplicon,
SRS590871,S10,,,,MGYS00000930,,,,amplicon,
SRS590872,S12,,,,MGYS00000930,,,,amplicon,
SRS590873,X8,,,,MGYS00000930,,,,amplicon,
SRS590874,X10,,,,MGYS00000930,,,,amplicon,
SRS590875,D1,,,,MGYS00000930,,,,amplicon,
SRS590876,D2,,,,MGYS00000930,,,,amplicon,
SRS590877,D6,,,,MGYS00000930,,,,amplicon,
SRS590878,D13,,,,MGYS00000930,,,,amplicon,
SRS590879,D11,,,,MGYS00000930,,,,amplicon,
SRS591034,MIMARKS Survey related sample from soil metagenome,,,,MGYS00000913,,,,amplicon,
SRS591035,MIMARKS Survey related sample from soil metagenome,,,,MGYS00000913,,,,amplicon,
SRS591036,MIMARKS Survey related sample from soil metagenome,,,,MGYS00000913,,,,amplicon,
SRS591037,MIMARKS Survey related sample from soil metagenome,,,,MGYS00000913,,,,amplicon,
SRS591038,MIMARKS Survey related sample from soil metagenome,,,,MGYS00000913,,,,amplicon,
SRS591039,MIMARKS Survey related sample from soil metagenome,,,,MGYS00000913,,,,amplicon,
SRS591041,MIMARKS Survey related sample from soil metagenome,,,,MGYS00000913,,,,amplicon,
SRS591042,MIMARKS Survey related sample from soil metagenome,,,,MGYS00000913,,,,amplicon,
SRS591962,S04,-93.2019,45.4238,,"MGYS00000980,MGYS00002053",grassland biome,,,metagenomic,2008-07-01
SRS591963,S05,,,,MGYS00000980,,,,metagenomic,
SRS591964,S06,,,,MGYS00000980,,,,metagenomic,
SRS591965,S07,,,,"MGYS00000980,MGYS00002053",,,,metagenomic,
SRS591966,S08,,,,MGYS00000980,,,,metagenomic,
SRS591967,S09,,,,MGYS00000980,,,,metagenomic,
SRS591968,S10,,,,MGYS00000980,,,,metagenomic,
SRS591969,S11,,,,MGYS00000980,,,,metagenomic,
SRS591970,S12,,,,MGYS00000980,,,,metagenomic,
SRS591971,S13,,,,MGYS00000980,,,,metagenomic,
SRS591972,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000980,,,,metagenomic,
SRS591973,S15,,,,MGYS00000980,,,,metagenomic,
SRS591974,S16,,,,MGYS00000980,,,,metagenomic,
SRS591975,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000980,,,,metagenomic,
SRS591976,S18,-85.4,42.4,,"MGYS00000980,MGYS00002053",Agricultural,,,metagenomic,2008-07-01
SRS591977,S19,,,,MGYS00000980,,,,metagenomic,
SRS591978,S20,,,,MGYS00000980,,,,metagenomic,
SRS591979,S21,,,,"MGYS00000980,MGYS00002053",,,,metagenomic,
SRS593580,MIMARKS Specimen sample from soil metagenome,,,,MGYS00000916,,,,amplicon,
SRS593581,MIMARKS Specimen sample from soil metagenome,,,,MGYS00000916,,,,amplicon,
SRS593583,MIMARKS Specimen sample from soil metagenome,,,,MGYS00000916,,,,amplicon,
SRS593646,MIMARKS Specimen sample from soil metagenome,,,,MGYS00000916,,,,amplicon,
SRS593647,MIMARKS Specimen sample from soil metagenome,,,,MGYS00000916,,,,amplicon,
SRS593648,MIMARKS Specimen sample from soil metagenome,,,,MGYS00000916,,,,amplicon,
SRS593649,MIMARKS Specimen sample from soil metagenome,,,,MGYS00000916,,,,amplicon,
SRS593650,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000917,,,,metagenomic,
SRS593689,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000917,,,,metagenomic,
SRS593690,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000917,,,,metagenomic,
SRS593691,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000917,,,,metagenomic,
SRS593692,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000917,,,,metagenomic,
SRS593720,MIMARKS Specimen sample from soil metagenome,,,,MGYS00000916,,,,amplicon,
SRS593721,MIMARKS Specimen sample from soil metagenome,,,,MGYS00000916,,,,amplicon,
SRS593722,MIMARKS Specimen sample from soil metagenome,,,,MGYS00000916,,,,amplicon,
SRS593723,MIMARKS Specimen sample from soil metagenome,,,,MGYS00000916,,,,amplicon,
SRS593724,MIMARKS Specimen sample from soil metagenome,,,,MGYS00000916,,,,amplicon,
SRS594280,Metagenome sample from mangrove soils,,,,MGYS00000919,,,,metagenomic,
SRS595326,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000920,,,,metagenomic,
SRS595342,H1-1,,,,MGYS00000930,,,,amplicon,
SRS595343,X1-1,,,,MGYS00000930,,,,amplicon,
SRS595344,X5-1,,,,MGYS00000930,,,,amplicon,
SRS595552,SC_fungi,,,,MGYS00000921,,,,amplicon,
SRS595553,FY_fungi,,,,MGYS00000921,,,,amplicon,
SRS595554,YS_fungi,,,,MGYS00000921,,,,amplicon,
SRS595555,DH2_fungi,,,,MGYS00000921,,,,amplicon,
SRS595556,DH1_fungi,,,,MGYS00000921,,,,amplicon,
SRS595557,CC_fungi,,,,MGYS00000921,,,,amplicon,
SRS595558,GZL_fungi,,,,MGYS00000921,,,,amplicon,
SRS595559,LS_fungi,,,,MGYS00000921,,,,amplicon,
SRS595560,CT2_fungi,,,,MGYS00000921,,,,amplicon,
SRS595561,CT1_fungi,,,,MGYS00000921,,,,amplicon,
SRS595562,HEB_fungi,,,,MGYS00000921,,,,amplicon,
SRS595563,HL1_fungi,,,,MGYS00000921,,,,amplicon,
SRS595564,BY_fungi,,,,MGYS00000921,,,,amplicon,
SRS595565,SH_fungi,,,,MGYS00000921,,,,amplicon,
SRS595566,SL_fungi,,,,MGYS00000921,,,,amplicon,
SRS595567,HL_fungi,,,,MGYS00000921,,,,amplicon,
SRS595568,BQ_fungi,,,,MGYS00000921,,,,amplicon,
SRS595569,KD_fungi,,,,MGYS00000921,,,,amplicon,
SRS595570,BA_fungi,,,,MGYS00000921,,,,amplicon,
SRS595571,WC1_fungi,,,,MGYS00000921,,,,amplicon,
SRS595572,WC2_fungi,,,,MGYS00000921,,,,amplicon,
SRS595573,NJ1_fungi,,,,MGYS00000921,,,,amplicon,
SRS595574,NJ2_fungi,,,,MGYS00000921,,,,amplicon,
SRS595575,NJ3_fungi,,,,MGYS00000921,,,,amplicon,
SRS595576,NH1_fungi,,,,MGYS00000921,,,,amplicon,
SRS595577,NH2_fungi,,,,MGYS00000921,,,,amplicon,
SRS595640,Low1,,,,MGYS00000922,,,,amplicon,
SRS595642,Low2,,,,MGYS00000922,,,,amplicon,
SRS595643,Low3,,,,MGYS00000922,,,,amplicon,
SRS595659,Medium1,,,,MGYS00000922,,,,amplicon,
SRS595669,Medium2,,,,MGYS00000922,,,,amplicon,
SRS595673,Medium3,,,,MGYS00000922,,,,amplicon,
SRS595684,High2,,,,MGYS00000922,,,,amplicon,
SRS595685,High1,,,,MGYS00000922,,,,amplicon,
SRS595686,High3,,,,MGYS00000922,,,,amplicon,
SRS595919,MIMARKS Specimen sample from soil metagenome,,,,MGYS00000916,,,,amplicon,
SRS595920,MIMARKS Specimen sample from soil metagenome,,,,MGYS00000916,,,,amplicon,
SRS595922,MIMARKS Specimen sample from soil metagenome,,,,MGYS00000916,,,,amplicon,
SRS595923,MIMARKS Specimen sample from soil metagenome,,,,MGYS00000916,,,,amplicon,
SRS595924,MIMARKS Specimen sample from soil metagenome,,,,MGYS00000916,,,,amplicon,
SRS595925,MIMARKS Specimen sample from soil metagenome,,,,MGYS00000916,,,,amplicon,
SRS595926,MIMARKS Specimen sample from soil metagenome,,,,MGYS00000916,,,,amplicon,
SRS595927,MIMARKS Specimen sample from soil metagenome,,,,MGYS00000916,,,,amplicon,
SRS595930,MIMARKS Specimen sample from soil metagenome,,,,MGYS00000916,,,,amplicon,
SRS595933,MIMARKS Specimen sample from soil metagenome,,,,MGYS00000916,,,,amplicon,
SRS595937,MIMARKS Specimen sample from soil metagenome,,,,MGYS00000916,,,,amplicon,
SRS595938,MIMARKS Specimen sample from soil metagenome,,,,MGYS00000916,,,,amplicon,
SRS595939,MIMARKS Specimen sample from soil metagenome,,,,MGYS00000916,,,,amplicon,
SRS597374,MIMARKS Specimen sample from soil metagenome,,,,MGYS00000916,,,,amplicon,
SRS597376,MIMARKS Specimen sample from soil metagenome,,,,MGYS00000916,,,,amplicon,
SRS597379,MIMARKS Specimen sample from soil metagenome,,,,MGYS00000916,,,,amplicon,
SRS597392,MIMARKS Specimen sample from soil metagenome,,,,MGYS00000916,,,,amplicon,
SRS597400,MIMARKS Specimen sample from soil metagenome,,,,MGYS00000916,,,,amplicon,
SRS597407,MIMARKS Specimen sample from soil metagenome,,,,MGYS00000916,,,,amplicon,
SRS597414,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000977,,,,amplicon,
SRS597415,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000977,,,,amplicon,
SRS597416,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000977,,,,amplicon,
SRS597417,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000977,,,,amplicon,
SRS597418,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000977,,,,amplicon,
SRS597419,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000977,,,,amplicon,
SRS597420,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000977,,,,amplicon,
SRS597421,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000977,,,,amplicon,
SRS597422,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000977,,,,amplicon,
SRS597423,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000977,,,,amplicon,
SRS597424,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000977,,,,amplicon,
SRS597425,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000977,,,,amplicon,
SRS597426,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000977,,,,amplicon,
SRS597427,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000977,,,,amplicon,
SRS597428,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000977,,,,amplicon,
SRS597429,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000977,,,,amplicon,
SRS597430,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000977,,,,amplicon,
SRS597431,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000977,,,,amplicon,
SRS597432,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000977,,,,amplicon,
SRS597433,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000977,,,,amplicon,
SRS597434,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000977,,,,amplicon,
SRS597435,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000977,,,,amplicon,
SRS597436,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000977,,,,amplicon,
SRS597437,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000977,,,,amplicon,
SRS597438,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000977,,,,amplicon,
SRS597439,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000977,,,,amplicon,
SRS597440,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000977,,,,amplicon,
