accession,sample_name,longitude_deg,latitude_deg,country,studies,env_biome,env_feature,env_material,experiment_type,collection_date
SRS538901,S10_16S,,,,MGYS00000856,,,,amplicon,
SRS538910,S11_16S,,,,MGYS00000856,,,,amplicon,
SRS540333,CA1_A10_AH,,,,MGYS00000893,,,,amplicon,
SRS540334,CA1_A20_AH,,,,MGYS00000893,,,,amplicon,
SRS540335,CA1_A10_OH,,,,MGYS00000893,,,,amplicon,
SRS540336,CA1_A20_OH,,,,MGYS00000893,,,,amplicon,
SRS540337,CA1_A40_AH,,,,MGYS00000893,,,,amplicon,
SRS540338,CA1_A40_OH,,,,MGYS00000893,,,,amplicon,
SRS540339,CA1_A5_AH,,,,MGYS00000893,,,,amplicon,
SRS540340,CA1_A5_OH,,,,MGYS00000893,,,,amplicon,
SRS540341,CA2_0_AH,,,,MGYS00000893,,,,amplicon,
SRS540342,CA2_0_OH,,,,MGYS00000893,,,,amplicon,
SRS540343,CA2_A05_AH,,,,MGYS00000893,,,,amplicon,
SRS540344,CA2_A05_OH,,,,MGYS00000893,,,,amplicon,
SRS540345,CA2_A10_AH,,,,MGYS00000893,,,,amplicon,
SRS540346,CA2_A20_AH,,,,MGYS00000893,,,,amplicon,
SRS540347,CA2_A10_OH,,,,MGYS00000893,,,,amplicon,
SRS540348,CA2_A20_OH,,,,MGYS00000893,,,,amplicon,
SRS540349,CA2_A40_AH,,,,MGYS00000893,,,,amplicon,
SRS540350,CA2_A40_OH,,,,MGYS00000893,,,,amplicon,
SRS540351,CT2_16PCR,,,,MGYS00000893,,,,amplicon,
SRS540352,CT2_2PCR,,,,MGYS00000893,,,,amplicon,
SRS540353,CT2_1PCR,,,,MGYS00000893,,,,amplicon,
SRS540354,CT2_4PCR,,,,MGYS00000893,,,,amplicon,
SRS540355,CT2_8PCR,,,,MGYS00000893,,,,amplicon,
SRS540356,NC1_0_AH,,,,MGYS00000893,,,,amplicon,
SRS540357,NC1_0_OH,,,,MGYS00000893,,,,amplicon,
SRS540358,NC1_A05_AH,,,,MGYS00000893,,,,amplicon,
SRS540359,NC1_A05_OH,,,,MGYS00000893,,,,amplicon,
SRS540360,NC1_A10_OH,,,,MGYS00000893,,,,amplicon,
SRS540361,NC1_A10_AH,,,,MGYS00000893,,,,amplicon,
SRS540362,NC1_A20_AH,,,,MGYS00000893,,,,amplicon,
SRS540363,NC1_A20_OH,,,,MGYS00000893,,,,amplicon,
SRS540364,NC1_A40_AH,,,,MGYS00000893,,,,amplicon,
SRS540365,NC1_A40_OH,,,,MGYS00000893,,,,amplicon,
SRS540366,NC2_0_AH,,,,MGYS00000893,,,,amplicon,
SRS540367,NC2_A05_AH,,,,MGYS00000893,,,,amplicon,
SRS540368,NC2_A10_AH,,,,MGYS00000893,,,,amplicon,
SRS540369,NC2_A10_OH,,,,MGYS00000893,,,,amplicon,
SRS540370,NC2_A20_AH,,,,MGYS00000893,,,,amplicon,
SRS540371,NC2_A20_OH,,,,MGYS00000893,,,,amplicon,
SRS540372,NC2_A40_AH,,,,MGYS00000893,,,,amplicon,
SRS540373,NC2_A40_OH,,,,MGYS00000893,,,,amplicon,
SRS540374,OR1_16PCR,,,,MGYS00000893,,,,amplicon,
SRS540375,OR1_1PCR,,,,MGYS00000893,,,,amplicon,
SRS540376,OR1_2PCR,,,,MGYS00000893,,,,amplicon,
SRS540377,OR1_4PCR,,,,MGYS00000893,,,,amplicon,
SRS540378,OR1_8PCR,,,,MGYS00000893,,,,amplicon,
SRS540379,OR4_16PCR,,,,MGYS00000893,,,,amplicon,
SRS540380,OR4_2PCR,,,,MGYS00000893,,,,amplicon,
SRS540381,OR4_1PCR,,,,MGYS00000893,,,,amplicon,
SRS540382,OR4_8PCR,,,,MGYS00000893,,,,amplicon,
SRS540383,NC2_0_OH,,,,MGYS00000893,,,,amplicon,
SRS540384,OR4_4PCR,,,,MGYS00000893,,,,amplicon,
SRS541546,2weeks_convTillage,,,,MGYS00000858,,,,amplicon,
SRS541547,2weeks_minTillage,,,,MGYS00000858,,,,amplicon,
SRS541548,4weeks_convTillage,,,,MGYS00000858,,,,amplicon,
SRS541549,4weeks_minTillage,,,,MGYS00000858,,,,amplicon,
SRS541550,8weeks_convTillage,,,,MGYS00000858,,,,amplicon,
SRS541551,8weeks_minTillage,,,,MGYS00000858,,,,amplicon,
SRS541608,General Sample for soil metagenome,,,,MGYS00000857,,,,metagenomic,
SRS542158,S12_16S,,,,MGYS00000856,,,,amplicon,
SRS542159,S13_16S,,,,MGYS00000856,,,,amplicon,
SRS542160,S14_16S,,,,MGYS00000856,,,,amplicon,
SRS543756,ABC11AB126,,,,MGYS00000854,,,,amplicon,
SRS543757,ABC11AB127,,,,MGYS00000854,,,,amplicon,
SRS543758,ABC11AB128,,,,MGYS00000854,,,,amplicon,
SRS543759,ABC11AB129,,,,MGYS00000854,,,,amplicon,
SRS543760,ABC11AB130,,,,MGYS00000854,,,,amplicon,
SRS543761,ABC11AB131,,,,MGYS00000854,,,,amplicon,
SRS543762,ABC11AB114,,,,MGYS00000854,,,,amplicon,
SRS543763,ABC11AB115,,,,MGYS00000854,,,,amplicon,
SRS543764,ABC11AB116,,,,MGYS00000854,,,,amplicon,
SRS543765,ABC11AB117,,,,MGYS00000854,,,,amplicon,
SRS543766,ABC11AB118,,,,MGYS00000854,,,,amplicon,
SRS543767,ABC11AB119,,,,MGYS00000854,,,,amplicon,
SRS543768,ABC11AB120,,,,MGYS00000854,,,,amplicon,
SRS543769,ABC11AB121,,,,MGYS00000854,,,,amplicon,
SRS543770,ABC11AB122,,,,MGYS00000854,,,,amplicon,
SRS543771,ABC11AB123,,,,MGYS00000854,,,,amplicon,
SRS543772,ABC11AB124,,,,MGYS00000854,,,,amplicon,
SRS543773,ABC11AB125,,,,MGYS00000854,,,,amplicon,
SRS543774,ABC11AB111,,,,MGYS00000854,,,,amplicon,
SRS543775,ABC11AB112,,,,MGYS00000854,,,,amplicon,
SRS543776,ABC11AB113,,,,MGYS00000854,,,,amplicon,
SRS543975,S16_16S,,,,MGYS00000856,,,,amplicon,
SRS543976,S17_16S,,,,MGYS00000856,,,,amplicon,
SRS543977,S18_16S,,,,MGYS00000856,,,,amplicon,
SRS543978,S1_ITS,,,,MGYS00000856,,,,amplicon,
SRS543979,S2_ITS,,,,MGYS00000856,,,,amplicon,
SRS543980,S3_ITS,,,,MGYS00000856,,,,amplicon,
SRS543981,S4_ITS,,,,MGYS00000856,,,,amplicon,
SRS543983,S5_ITS,,,,MGYS00000856,,,,amplicon,
SRS543984,S6_ITS,,,,MGYS00000856,,,,amplicon,
SRS543985,S7_ITS,,,,MGYS00000856,,,,amplicon,
SRS543986,S8_ITS,,,,MGYS00000856,,,,amplicon,
SRS543987,S9_ITS,,,,MGYS00000856,,,,amplicon,
SRS544010,S15_16S,,,,MGYS00000856,,,,amplicon,
SRS548968,T0AFH,,,,MGYS00000859,,,,amplicon,
SRS549363,bulk_soil_3,,,,MGYS00000860,,,,metagenomic,
SRS549366,bulk_soil_4,,,,MGYS00000860,,,,metagenomic,
SRS549368,bulk_soil_5,,,,MGYS00000860,,,,metagenomic,
SRS549369,bulk_soil_6,,,,MGYS00000860,,,,metagenomic,
SRS549372,bulk_soil_7,,,,MGYS00000860,,,,metagenomic,
SRS549374,bulk_soil_8,,,,MGYS00000860,,,,metagenomic,
SRS549380,rhizosphere_from_unfed_plants_1,,,,MGYS00000860,,,,metagenomic,
SRS549382,rhizosphere_from_unfed_plants_4,,,,MGYS00000860,,,,metagenomic,
SRS549383,rhizosphere_from_unfed_plants_5,,,,MGYS00000860,,,,metagenomic,
SRS549384,rhizosphere_from_unfed_plants_7,,,,MGYS00000860,,,,metagenomic,
SRS549385,rhizosphere_from_unfed_plants_8,,,,MGYS00000860,,,,metagenomic,
SRS549386,rhizosphere_from_unfed_plants_9,,,,MGYS00000860,,,,metagenomic,
SRS549387,rhizosphere_from_fed_plants_1,,,,MGYS00000860,,,,metagenomic,
SRS549388,rhizosphere_from_fed_plants_2,,,,MGYS00000860,,,,metagenomic,
SRS549389,rhizosphere_from_fed_plants_3,,,,MGYS00000860,,,,metagenomic,
SRS549390,rhizosphere_from_fed_plants_4,,,,MGYS00000860,,,,metagenomic,
SRS549393,bulk_soil_1,,,,MGYS00000860,,,,metagenomic,
SRS549394,bulk_soil_2,,,,MGYS00000860,,,,metagenomic,
SRS549396,rhizosphere_from_unfed_plants_2,,,,MGYS00000860,,,,metagenomic,
SRS549398,rhizosphere_from_unfed_plants_3,,,,MGYS00000860,,,,metagenomic,
SRS549401,rhizosphere_from_unfed_plants_6,,,,MGYS00000860,,,,metagenomic,
SRS549988,TfinalAFH,,,,MGYS00000859,,,,amplicon,
SRS549989,TALAFH-H,,,,MGYS00000859,,,,amplicon,
SRS549990,TALAFH-L,,,,MGYS00000859,,,,amplicon,
SRS549992,T0Pat,,,,MGYS00000859,,,,amplicon,
SRS549993,TfinalPat,,,,MGYS00000859,,,,amplicon,
SRS549994,TALPat-H,,,,MGYS00000859,,,,amplicon,
SRS549995,TALPat-L,,,,MGYS00000859,,,,amplicon,
SRS549996,T0Oks,,,,MGYS00000859,,,,amplicon,
SRS549997,TfinalOks,,,,MGYS00000859,,,,amplicon,
SRS549998,TALOks-H,,,,MGYS00000859,,,,amplicon,
SRS549999,TALOks-L,,,,MGYS00000859,,,,amplicon,
SRS550000,T0Corn,,,,MGYS00000859,,,,amplicon,
SRS550001,TfinalCorn,,,,MGYS00000859,,,,amplicon,
SRS550002,TALCorn-H,,,,MGYS00000859,,,,amplicon,
SRS550003,TALCorn-L,,,,MGYS00000859,,,,amplicon,
SRS557893,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000889,,,,amplicon,
SRS557911,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000889,,,,amplicon,
SRS557912,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000889,,,,amplicon,
SRS557913,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000889,,,,amplicon,
SRS557914,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000889,,,,amplicon,
SRS557915,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000889,,,,amplicon,
SRS557916,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000889,,,,amplicon,
SRS557917,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000889,,,,amplicon,
SRS557918,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000889,,,,amplicon,
SRS557920,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000889,,,,amplicon,
SRS557922,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000889,,,,amplicon,
SRS557923,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000889,,,,amplicon,
SRS557924,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000889,,,,amplicon,
SRS557926,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000889,,,,amplicon,
SRS557928,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000889,,,,amplicon,
SRS557929,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000889,,,,amplicon,
SRS557931,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000889,,,,amplicon,
SRS557932,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000889,,,,amplicon,
SRS557933,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000889,,,,amplicon,
SRS557934,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000889,,,,amplicon,
SRS557935,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000889,,,,amplicon,
SRS557936,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000889,,,,amplicon,
SRS557941,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000889,,,,amplicon,
SRS557945,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000889,,,,amplicon,
SRS558839,WZT+R_I.D._18A,,,,MGYS00000890,,,,amplicon,
SRS559143,D_22,,,,MGYS00000888,,,,metagenomic,
SRS559158,D_42,,,,MGYS00000888,,,,metagenomic,
SRS559838,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000887,,,,amplicon,
SRS559861,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000887,,,,amplicon,
SRS559870,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000887,,,,amplicon,
SRS559877,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000887,,,,amplicon,
SRS559882,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000887,,,,amplicon,
SRS559889,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000887,,,,amplicon,
SRS559907,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000887,,,,amplicon,
SRS559908,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000887,,,,amplicon,
SRS559910,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000887,,,,amplicon,
SRS559911,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000887,,,,amplicon,
SRS559913,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000887,,,,amplicon,
SRS559914,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000887,,,,amplicon,
SRS559916,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000887,,,,amplicon,
SRS559917,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000887,,,,amplicon,
SRS559918,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000887,,,,amplicon,
SRS559936,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000887,,,,amplicon,
SRS559940,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000887,,,,amplicon,
SRS559941,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000887,,,,amplicon,
SRS560016,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000887,,,,amplicon,
SRS560024,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000887,,,,amplicon,
SRS560027,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000887,,,,amplicon,
SRS560029,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000887,,,,amplicon,
SRS560032,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000887,,,,amplicon,
SRS560035,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000887,,,,amplicon,
SRS560044,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000887,,,,amplicon,
SRS560047,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000887,,,,amplicon,
SRS560048,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000887,,,,amplicon,
SRS560049,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000887,,,,amplicon,
SRS560051,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000887,,,,amplicon,
SRS560052,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000887,,,,amplicon,
SRS560073,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000887,,,,amplicon,
SRS560074,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000887,,,,amplicon,
SRS560075,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000887,,,,amplicon,
SRS560076,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000887,,,,amplicon,
SRS560077,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000887,,,,amplicon,
SRS560078,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000887,,,,amplicon,
SRS560079,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000887,,,,amplicon,
SRS560080,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000887,,,,amplicon,
SRS560081,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000887,,,,amplicon,
SRS560082,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000887,,,,amplicon,
SRS560083,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000887,,,,amplicon,
SRS560084,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000887,,,,amplicon,
SRS560085,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000887,,,,amplicon,
SRS560086,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000887,,,,amplicon,
SRS560087,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000887,,,,amplicon,
SRS560088,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000887,,,,amplicon,
SRS560089,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000887,,,,amplicon,
SRS560090,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000887,,,,amplicon,
SRS560091,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000887,,,,amplicon,
SRS560092,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000887,,,,amplicon,
SRS560093,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000887,,,,amplicon,
SRS560094,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000887,,,,amplicon,
SRS560095,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000887,,,,amplicon,
SRS560096,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000887,,,,amplicon,
SRS560237, M/U/3/1,,,,MGYS00000886,,,,amplicon,
SRS560238, M/S0/193/5,,,,MGYS00000886,,,,amplicon,
SRS560239, M/S0/3/2,,,,MGYS00000886,,,,amplicon,
SRS560240, M/S0/3/3,,,,MGYS00000886,,,,amplicon,
SRS560241, M/S0/3/4,,,,MGYS00000886,,,,amplicon,
SRS560242, M/S0/60/1,,,,MGYS00000886,,,,amplicon,
SRS560243, M/S0/60/2,,,,MGYS00000886,,,,amplicon,
SRS560244, M/S0/60/5,,,,MGYS00000886,,,,amplicon,
SRS560245, M/S0/66/1,,,,MGYS00000886,,,,amplicon,
SRS560246, M/S0/66/4,,,,MGYS00000886,,,,amplicon,
SRS560247, M/S0/66/2,,,,MGYS00000886,,,,amplicon,
SRS560248, M/S0/123/1,,,,MGYS00000886,,,,amplicon,
SRS560249, M/S0/123/3,,,,MGYS00000886,,,,amplicon,
SRS560250, M/S0/136/3,,,,MGYS00000886,,,,amplicon,
SRS560251, M/S0/136/4,,,,MGYS00000886,,,,amplicon,
SRS560252, M/S0/136/5,,,,MGYS00000886,,,,amplicon,
SRS560253, M/S0/193/1,,,,MGYS00000886,,,,amplicon,
SRS560254, M/S0/193/2,,,,MGYS00000886,,,,amplicon,
SRS560255, M/S0/193/3,,,,MGYS00000886,,,,amplicon,
SRS560256, M/S0/193/4,,,,MGYS00000886,,,,amplicon,
SRS560257, M/U/3/3,,,,MGYS00000886,,,,amplicon,
SRS560258, M/U/3/4,,,,MGYS00000886,,,,amplicon,
SRS560259, M/U/193/1,,,,MGYS00000886,,,,amplicon,
SRS560260, M/U/193/2,,,,MGYS00000886,,,,amplicon,
SRS560261, M/U/193/3,,,,MGYS00000886,,,,amplicon,
SRS560262, M/U/193/4,,,,MGYS00000886,,,,amplicon,
SRS560263, M/U/193/5,,,,MGYS00000886,,,,amplicon,
SRS560264, M/S10/3/2,,,,MGYS00000886,,,,amplicon,
SRS560265, M/S10/3/3,,,,MGYS00000886,,,,amplicon,
SRS560266, M/S10/3/4,,,,MGYS00000886,,,,amplicon,
SRS560267, M/S10/60/1,,,,MGYS00000886,,,,amplicon,
SRS560268, M/S10/60/3,,,,MGYS00000886,,,,amplicon,
SRS560269, M/S10/60/4,,,,MGYS00000886,,,,amplicon,
SRS560270, M/S10/66/1,,,,MGYS00000886,,,,amplicon,
SRS560271, M/S10/66/2,,,,MGYS00000886,,,,amplicon,
SRS560272, M/S10/66/4,,,,MGYS00000886,,,,amplicon,
SRS560273, M/S10/123/2,,,,MGYS00000886,,,,amplicon,
SRS560274, M/S10/123/4,,,,MGYS00000886,,,,amplicon,
SRS560275, M/S10/136/1,,,,MGYS00000886,,,,amplicon,
SRS560276, M/S10/136/2,,,,MGYS00000886,,,,amplicon,
SRS560277, M/S10/136/5,,,,MGYS00000886,,,,amplicon,
SRS560278, M/S10/193/1,,,,MGYS00000886,,,,amplicon,
SRS560279, M/S10/193/2,,,,MGYS00000886,,,,amplicon,
SRS560280, M/S10/193/3,,,,MGYS00000886,,,,amplicon,
SRS560281, M/S10/193/4,,,,MGYS00000886,,,,amplicon,
SRS560282, M/S10/193/5,,,,MGYS00000886,,,,amplicon,
SRS560283, M/S100/193/1,,,,MGYS00000886,,,,amplicon,
SRS560284, M/S100/193/2,,,,MGYS00000886,,,,amplicon,
SRS560285, M/S100/193/3,,,,MGYS00000886,,,,amplicon,
SRS560286, Manure,,,,MGYS00000886,,,,amplicon,
SRS560287,reverse sequences M/S100/193/5,,,,MGYS00000886,,,,amplicon,
SRS563677,Environmental/Metagenome sample for Arbuscular Mycorrhizal Fungi,,,,MGYS00000885,,,,metatranscriptomic,
SRS567534,Generic sample from bacteria,,,,MGYS00000839,,,,amplicon,
SRS567535,Generic sample from bacteria,,,,MGYS00000839,,,,amplicon,
SRS567536,Generic sample from bacteria,,,,MGYS00000839,,,,amplicon,
SRS567537,Generic sample from bacteria,,,,MGYS00000839,,,,amplicon,
SRS567538,Generic sample from bacteria,,,,MGYS00000839,,,,amplicon,
SRS567539,Generic sample from bacteria,,,,MGYS00000839,,,,amplicon,
SRS567540,Generic sample from bacteria,,,,MGYS00000839,,,,amplicon,
SRS567541,Generic sample from bacteria,,,,MGYS00000839,,,,amplicon,
SRS567542,Generic sample from bacteria,,,,MGYS00000839,,,,amplicon,
SRS567543,Generic sample from bacteria,,,,MGYS00000839,,,,amplicon,
SRS567544,Generic sample from bacteria,,,,MGYS00000839,,,,amplicon,
SRS567545,Generic sample from bacteria,,,,MGYS00000839,,,,amplicon,
SRS567546,Generic sample from bacteria,,,,MGYS00000839,,,,amplicon,
SRS567547,Generic sample from bacteria,,,,MGYS00000839,,,,amplicon,
SRS567548,Generic sample from bacteria,,,,MGYS00000839,,,,amplicon,
SRS567650,Environmental/Metagenome sample for gene targeted soil metagenome,,,,MGYS00000882,,,,amplicon,
SRS567760,Environmental/Metagenome sample for Proteobacteria,,,,"MGYS00000881,MGYS00002306",,,,metagenomic,
SRS568647,Generic sample from uncultured bacterium,,,,MGYS00000843,,,,amplicon,
SRS568648,Generic sample from uncultured bacterium,,,,MGYS00000843,,,,amplicon,
SRS568649,Generic sample from uncultured bacterium,,,,MGYS00000843,,,,amplicon,
SRS568650,Generic sample from uncultured bacterium,,,,MGYS00000843,,,,amplicon,
SRS568652,Generic sample from uncultured bacterium,,,,MGYS00000843,,,,amplicon,
SRS568653,Generic sample from uncultured bacterium,,,,MGYS00000843,,,,amplicon,
SRS568654,Generic sample from uncultured bacterium,,,,MGYS00000843,,,,amplicon,
SRS568655,Generic sample from uncultured bacterium,,,,MGYS00000843,,,,amplicon,
SRS568656,Generic sample from uncultured bacterium,,,,MGYS00000843,,,,amplicon,
SRS568657,Generic sample from uncultured bacterium,,,,MGYS00000843,,,,amplicon,
SRS568658,Generic sample from uncultured bacterium,,,,MGYS00000843,,,,amplicon,
SRS568659,Generic sample from uncultured bacterium,,,,MGYS00000843,,,,amplicon,
SRS568660,Generic sample from uncultured bacterium,,,,MGYS00000843,,,,amplicon,
SRS569201,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000880,,,,amplicon,
SRS569203,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000880,,,,amplicon,
SRS569204,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000880,,,,amplicon,
SRS569205,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000880,,,,amplicon,
SRS569206,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000880,,,,amplicon,
SRS569207,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000880,,,,amplicon,
SRS569208,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000880,,,,amplicon,
SRS569209,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000880,,,,amplicon,
SRS569210,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000880,,,,amplicon,
SRS570173,Environmental/Metagenome sample for Otumba arable soil,,,,MGYS00000879,,,,amplicon,
SRS573640,Environmental/Metagenome sample for Chernobyl soil 1-A,,,,MGYS00001158,,,,amplicon,
SRS576820,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000877,,,,amplicon,
SRS576821,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000877,,,,amplicon,
SRS576822,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000877,,,,amplicon,
SRS576823,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000877,,,,amplicon,
SRS576824,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000877,,,,amplicon,
SRS576825,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000877,,,,amplicon,
SRS576826,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000877,,,,amplicon,
SRS576827,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000877,,,,amplicon,
SRS576828,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000877,,,,amplicon,
SRS576829,1week_luvisol,,,,MGYS00000876,,,,amplicon,
SRS576830,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000877,,,,amplicon,
SRS576831,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000877,,,,amplicon,
SRS576832,MIMS Environmental/Metagenome sample from soil metagenome,,,,MGYS00000877,,,,amplicon,
SRS576834,2weeks_luvisol,,,,MGYS00000876,,,,amplicon,
SRS576835,4weeks_luvisol,,,,MGYS00000876,,,,amplicon,
SRS576836,8weeks_luvisol,,,,MGYS00000876,,,,amplicon,
SRS576838,16weeks_luvisol,,,,MGYS00000876,,,,amplicon,
SRS576839,30weeks_luvisol,,,,MGYS00000876,,,,amplicon,
SRS576840,1week_rendzina,,,,MGYS00000876,,,,amplicon,
SRS576841,2weeks_rendzina,,,,MGYS00000876,,,,amplicon,
SRS576842,4weeks_rendzina,,,,MGYS00000876,,,,amplicon,
SRS576843,8weeks_rendzina,,,,MGYS00000876,,,,amplicon,
SRS576844,16weeks_rendzina,,,,MGYS00000876,,,,amplicon,
SRS576845,30weeks_rendzina,,,,MGYS00000876,,,,amplicon,
SRS577340,MIMARKS Survey related sample from Fungi,,,,MGYS00000763,,,,amplicon,
SRS577341,MIMARKS Survey related sample from Fungi,,,,MGYS00000763,,,,amplicon,
SRS577342,MIMARKS Survey related sample from Fungi,,,,MGYS00000763,,,,amplicon,
SRS577343,MIMARKS Survey related sample from Fungi,,,,MGYS00000763,,,,amplicon,
SRS577344,MIMARKS Survey related sample from Fungi,,,,MGYS00000763,,,,amplicon,
SRS577345,MIMARKS Survey related sample from Fungi,,,,MGYS00000763,,,,amplicon,
SRS577346,MIMARKS Survey related sample from Fungi,,,,MGYS00000763,,,,amplicon,
SRS577347,MIMARKS Survey related sample from Fungi,,,,MGYS00000763,,,,amplicon,
SRS577348,MIMARKS Survey related sample from Fungi,,,,MGYS00000763,,,,amplicon,
SRS577349,MIMARKS Survey related sample from Fungi,,,,MGYS00000763,,,,amplicon,
SRS577350,MIMARKS Survey related sample from Fungi,,,,MGYS00000763,,,,amplicon,
SRS577351,MIMARKS Survey related sample from Fungi,,,,MGYS00000763,,,,amplicon,
